
Predictions were generated on 31-Jan-2024 at 12:35:17 using OpenFAST, compiled as a 64-bit application using single precision at commit v3.5.1
 linked with  NWTC Subroutine Library; ElastoDyn; InflowWind; AeroDyn; ServoDyn; HydroDyn; MAP++ (<1.20.10>, <Oct-20-2023>)

Description from the FAST input file: CCT-9 Campign 4 model. Input files to be run with OpenFAST 3.5.0. GitHub branch from Lu Wang (https://github.com/luwang00/openfast/tree/dev) compiled on March 7, 2023.

Time	Wind1VelX	GenSpeed	RotSpeed	RotTorq	RotThrust	TwrBsMxt	TwrBsMyt	TwrBsMzt	TwrBsFxt	TwrBsFyt	TwrBsFzt	PtfmSurge	PtfmSway	PtfmHeave	PtfmRoll	PtfmPitch	PtfmYaw	TTDspFA	TTDspSS	YawBrFyn	RtAeroCp	RtAeroCt	RtAeroCq	RtTSR	GenPwr	BlPitchC1	Wave1Elev	HydroFxi	HydroFyi	HydroFzi	HydroMxi	HydroMyi	HydroMzi	T[1]	T[2]	T[3]
(s)	(m/s)	(rpm)	(rpm)	(kN-m)	(kN)	(kN-m)	(kN-m)	(kN-m)	(kN)	(kN)	(kN)	(m)	(m)	(m)	(deg)	(deg)	(deg)	(m)	(m)	(kN)	(-)	(-)	(-)	(-)	(kW)	(deg)	(m)	(N)	(N)	(N)	(N-m)	(N-m)	(N-m)	[N]	[N]	[N]
    0.0000	 1.000E+01	 5.000E+00	 5.000E+00	-8.552E-05	 1.419E+03	 8.256E+04	-4.962E+04	 4.328E+03	-5.667E+02	-7.742E+02	-1.781E+04	-1.900E-01	-5.639E-01	-2.780E-02	 2.477E+00	 1.065E+00	-4.133E-01	-9.120E-02	 8.235E-16	-4.898E+02	 2.387E-01	 4.150E-01	 3.735E-02	 6.390E+00	-8.995E-05	 1.700E+00	 0.000E+00	 2.997E+05	-2.408E-03	 2.033E+08	-9.226E+07	-4.279E+07	 2.642E+04	 3.357E+06	 3.266E+06	 3.356E+06
    0.0500	 1.000E+01	 5.009E+00	 5.009E+00	-1.005E-03	 1.414E+03	 8.282E+04	-4.159E+04	 3.340E+03	-3.602E+02	-7.770E+02	-1.790E+04	-1.900E-01	-5.639E-01	-2.779E-02	 2.477E+00	 1.065E+00	-4.133E-01	-8.964E-02	 3.401E-16	-4.926E+02	 2.407E-01	 4.188E-01	 3.745E-02	 6.428E+00	-8.995E-05	 1.700E+00	 0.000E+00	 2.319E+05	-3.236E-02	 2.034E+08	-9.226E+07	-4.208E+07	 3.551E+05	 3.357E+06	 3.266E+06	 3.356E+06
    0.1000	 1.000E+01	 5.018E+00	 5.018E+00	 1.304E-03	 1.410E+03	 8.293E+04	-2.173E+04	 2.824E+03	 1.462E+02	-7.782E+02	-1.810E+04	-1.901E-01	-5.639E-01	-2.778E-02	 2.477E+00	 1.065E+00	-4.133E-01	-8.523E-02	-4.615E-16	-4.938E+02	 2.426E-01	 4.224E-01	 3.751E-02	 6.466E+00	-8.996E-05	 1.700E+00	 0.000E+00	 6.528E+04	 1.141E-02	 2.035E+08	-9.226E+07	-4.033E+07	-1.252E+05	 3.357E+06	 3.266E+06	 3.356E+06
    0.1500	 1.000E+01	 5.026E+00	 5.026E+00	 1.914E-04	 1.411E+03	 8.281E+04	 1.887E+03	 3.047E+03	 7.353E+02	-7.771E+02	-1.833E+04	-1.902E-01	-5.639E-01	-2.777E-02	 2.477E+00	 1.065E+00	-4.133E-01	-7.865E-02	-1.259E-16	-4.927E+02	 2.446E-01	 4.263E-01	 3.760E-02	 6.504E+00	-8.996E-05	 1.700E+00	 0.000E+00	-1.287E+05	 1.141E-01	 2.036E+08	-9.226E+07	-3.830E+07	-1.252E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.2000	 1.000E+01	 5.035E+00	 5.035E+00	-7.582E-04	 1.421E+03	 8.245E+04	 2.014E+04	 3.943E+03	 1.162E+03	-7.736E+02	-1.849E+04	-1.903E-01	-5.639E-01	-2.779E-02	 2.477E+00	 1.065E+00	-4.133E-01	-7.070E-02	-1.988E-16	-4.892E+02	 2.465E-01	 4.300E-01	 3.767E-02	 6.542E+00	-8.997E-05	 1.700E+00	 0.000E+00	-2.694E+05	 2.366E-01	 2.037E+08	-9.226E+07	-3.683E+07	-2.596E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.2500	 1.000E+01	 5.044E+00	 5.044E+00	-2.090E-04	 1.441E+03	 8.194E+04	 2.676E+04	 5.142E+03	 1.259E+03	-7.688E+02	-1.851E+04	-1.903E-01	-5.639E-01	-2.783E-02	 2.477E+00	 1.065E+00	-4.133E-01	-6.196E-02	-2.113E-16	-4.843E+02	 2.477E-01	 4.332E-01	 3.765E-02	 6.580E+00	-8.997E-05	 1.700E+00	 0.000E+00	-3.015E+05	 3.320E-01	 2.037E+08	-9.226E+07	-3.650E+07	-3.642E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.3000	 1.000E+01	 5.052E+00	 5.052E+00	-1.227E-03	 1.469E+03	 8.148E+04	 2.098E+04	 6.131E+03	 1.006E+03	-7.645E+02	-1.838E+04	-1.903E-01	-5.639E-01	-2.789E-02	 2.477E+00	 1.065E+00	-4.132E-01	-5.259E-02	 1.006E-15	-4.799E+02	 2.484E-01	 4.357E-01	 3.754E-02	 6.617E+00	-8.997E-05	 1.700E+00	 0.000E+00	-2.186E+05	 3.660E-01	 2.037E+08	-9.226E+07	-3.737E+07	-4.016E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.3500	 1.000E+01	 5.061E+00	 5.061E+00	 7.679E-04	 1.501E+03	 8.125E+04	 7.704E+03	 6.563E+03	 5.370E+02	-7.624E+02	-1.817E+04	-1.901E-01	-5.639E-01	-2.798E-02	 2.477E+00	 1.065E+00	-4.131E-01	-4.226E-02	 4.779E-16	-4.778E+02	 2.494E-01	 4.384E-01	 3.748E-02	 6.653E+00	-8.998E-05	 1.700E+00	 0.000E+00	-6.446E+04	 3.363E-01	 2.035E+08	-9.226E+07	-3.898E+07	-3.689E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.4000	 1.000E+01	 5.069E+00	 5.069E+00	-2.558E-03	 1.535E+03	 8.134E+04	-4.751E+03	 6.342E+03	 7.655E+01	-7.632E+02	-1.796E+04	-1.900E-01	-5.639E-01	-2.808E-02	 2.477E+00	 1.065E+00	-4.130E-01	-3.037E-02	-6.415E-16	-4.786E+02	 2.510E-01	 4.420E-01	 3.754E-02	 6.687E+00	-8.998E-05	 1.700E+00	 0.000E+00	 8.700E+04	 2.688E-01	 2.034E+08	-9.226E+07	-4.057E+07	-2.950E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.4500	 1.000E+01	 5.078E+00	 5.078E+00	-1.935E-03	 1.565E+03	 8.166E+04	-8.331E+03	 5.625E+03	-1.583E+02	-7.663E+02	-1.784E+04	-1.899E-01	-5.639E-01	-2.818E-02	 2.477E+00	 1.065E+00	-4.129E-01	-1.632E-02	 8.532E-16	-4.816E+02	 2.531E-01	 4.461E-01	 3.766E-02	 6.721E+00	-8.999E-05	 1.700E+00	 0.000E+00	 1.643E+05	 2.045E-01	 2.034E+08	-9.226E+07	-4.138E+07	-2.244E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.5000	 1.000E+01	 5.086E+00	 5.086E+00	 3.082E-04	 1.592E+03	 8.206E+04	 1.320E+03	 4.721E+03	-5.010E+01	-7.700E+02	-1.787E+04	-1.898E-01	-5.639E-01	-2.827E-02	 2.477E+00	 1.065E+00	-4.128E-01	 1.994E-04	 4.261E-17	-4.854E+02	 2.549E-01	 4.500E-01	 3.775E-02	 6.753E+00	-8.999E-05	 1.700E+00	 0.000E+00	 1.286E+05	 1.791E-01	 2.034E+08	-9.226E+07	-4.100E+07	-1.966E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.5500	 1.000E+01	 5.094E+00	 5.094E+00	-2.558E-04	 1.616E+03	 8.232E+04	 2.309E+04	 4.055E+03	 3.712E+02	-7.725E+02	-1.801E+04	-1.898E-01	-5.639E-01	-2.835E-02	 2.477E+00	 1.065E+00	-4.126E-01	 1.902E-02	 2.610E-16	-4.879E+02	 2.562E-01	 4.532E-01	 3.777E-02	 6.784E+00	-8.999E-05	 1.700E+00	 0.000E+00	-1.018E+04	 2.146E-01	 2.035E+08	-9.226E+07	-3.955E+07	-2.355E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.6000	 1.000E+01	 5.103E+00	 5.103E+00	-1.887E-04	 1.642E+03	 8.231E+04	 5.099E+04	 3.952E+03	 9.453E+02	-7.725E+02	-1.821E+04	-1.897E-01	-5.639E-01	-2.843E-02	 2.477E+00	 1.065E+00	-4.124E-01	 3.956E-02	-7.364E-16	-4.879E+02	 2.573E-01	 4.560E-01	 3.776E-02	 6.814E+00	-9.000E-05	 1.700E+00	 0.000E+00	-1.994E+05	 3.077E-01	 2.036E+08	-9.226E+07	-3.757E+07	-3.376E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.6500	 1.000E+01	 5.111E+00	 5.111E+00	 2.762E-03	 1.675E+03	 8.200E+04	 7.684E+04	 4.459E+03	 1.453E+03	-7.698E+02	-1.838E+04	-1.896E-01	-5.639E-01	-2.852E-02	 2.477E+00	 1.065E+00	-4.122E-01	 6.103E-02	 2.921E-16	-4.851E+02	 2.580E-01	 4.584E-01	 3.771E-02	 6.842E+00	-9.000E-05	 1.700E+00	 0.000E+00	-3.668E+05	 4.299E-01	 2.037E+08	-9.226E+07	-3.582E+07	-4.717E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.7000	 1.000E+01	 5.119E+00	 5.119E+00	 5.099E-04	 1.716E+03	 8.151E+04	 9.376E+04	 5.305E+03	 1.711E+03	-7.653E+02	-1.845E+04	-1.894E-01	-5.639E-01	-2.864E-02	 2.477E+00	 1.065E+00	-4.120E-01	 8.271E-02	-5.120E-16	-4.805E+02	 2.582E-01	 4.600E-01	 3.759E-02	 6.868E+00	-9.000E-05	 1.700E+00	 0.000E+00	-4.522E+05	 5.381E-01	 2.037E+08	-9.226E+07	-3.493E+07	-5.904E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.7500	 1.000E+01	 5.127E+00	 5.127E+00	-5.036E-04	 1.762E+03	 8.102E+04	 9.907E+04	 6.096E+03	 1.649E+03	-7.609E+02	-1.838E+04	-1.891E-01	-5.639E-01	-2.878E-02	 2.477E+00	 1.065E+00	-4.117E-01	 1.042E-01	-5.715E-16	-4.760E+02	 2.579E-01	 4.608E-01	 3.742E-02	 6.893E+00	-9.001E-05	 1.700E+00	 0.000E+00	-4.323E+05	 5.978E-01	 2.037E+08	-9.226E+07	-3.514E+07	-6.559E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.8000	 1.000E+01	 5.135E+00	 5.135E+00	-1.815E-03	 1.813E+03	 8.073E+04	 9.525E+04	 6.522E+03	 1.336E+03	-7.583E+02	-1.821E+04	-1.886E-01	-5.639E-01	-2.894E-02	 2.477E+00	 1.065E+00	-4.114E-01	 1.256E-01	-1.327E-15	-4.735E+02	 2.578E-01	 4.617E-01	 3.728E-02	 6.915E+00	-9.001E-05	 1.700E+00	 0.000E+00	-3.299E+05	 5.994E-01	 2.036E+08	-9.226E+07	-3.622E+07	-6.578E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.8500	 1.000E+01	 5.143E+00	 5.143E+00	 7.129E-04	 1.864E+03	 8.076E+04	 8.874E+04	 6.464E+03	 9.473E+02	-7.586E+02	-1.802E+04	-1.881E-01	-5.639E-01	-2.911E-02	 2.477E+00	 1.065E+00	-4.110E-01	 1.472E-01	-2.791E-16	-4.736E+02	 2.583E-01	 4.634E-01	 3.725E-02	 6.934E+00	-9.002E-05	 1.700E+00	 0.000E+00	-2.022E+05	 5.607E-01	 2.035E+08	-9.226E+07	-3.756E+07	-6.153E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.9000	 1.000E+01	 5.151E+00	 5.151E+00	 1.544E-03	 1.912E+03	 8.106E+04	 8.701E+04	 5.962E+03	 6.848E+02	-7.613E+02	-1.788E+04	-1.876E-01	-5.639E-01	-2.929E-02	 2.477E+00	 1.065E+00	-4.106E-01	 1.696E-01	 3.923E-16	-4.763E+02	 2.595E-01	 4.661E-01	 3.733E-02	 6.951E+00	-9.002E-05	 1.700E+00	 0.000E+00	-1.161E+05	 5.128E-01	 2.034E+08	-9.226E+07	-3.846E+07	-5.628E+06	 3.357E+06	 3.266E+06	 3.356E+06
    0.9500	 1.000E+01	 5.159E+00	 5.159E+00	-8.283E-04	 1.955E+03	 8.151E+04	 9.540E+04	 5.194E+03	 6.920E+02	-7.654E+02	-1.785E+04	-1.869E-01	-5.639E-01	-2.946E-02	 2.477E+00	 1.065E+00	-4.101E-01	 1.930E-01	 1.081E-15	-4.804E+02	 2.607E-01	 4.688E-01	 3.742E-02	 6.966E+00	-9.002E-05	 1.700E+00	 0.000E+00	-1.187E+05	 4.874E-01	 2.034E+08	-9.226E+07	-3.843E+07	-5.350E+06	 3.357E+06	 3.266E+06	 3.356E+06
    1.0000	 1.000E+01	 5.167E+00	 5.167E+00	 7.884E-04	 1.993E+03	 8.190E+04	 1.148E+05	 4.473E+03	 9.940E+02	-7.689E+02	-1.794E+04	-1.863E-01	-5.639E-01	-2.962E-02	 2.477E+00	 1.065E+00	-4.096E-01	 2.175E-01	 9.049E-16	-4.839E+02	 2.615E-01	 4.708E-01	 3.747E-02	 6.979E+00	-9.003E-05	 1.700E+00	 0.000E+00	-2.183E+05	 5.073E-01	 2.034E+08	-9.226E+07	-3.739E+07	-5.569E+06	 3.357E+06	 3.265E+06	 3.356E+06
    1.0500	 1.000E+01	 5.175E+00	 5.175E+00	-1.542E-03	 2.029E+03	 8.207E+04	 1.414E+05	 4.120E+03	 1.489E+03	-7.705E+02	-1.810E+04	-1.856E-01	-5.639E-01	-2.978E-02	 2.477E+00	 1.065E+00	-4.091E-01	 2.427E-01	-4.617E-16	-4.855E+02	 2.619E-01	 4.721E-01	 3.747E-02	 6.991E+00	-9.003E-05	 1.700E+00	 0.000E+00	-3.818E+05	 5.777E-01	 2.035E+08	-9.226E+07	-3.568E+07	-6.341E+06	 3.357E+06	 3.265E+06	 3.356E+06
    1.1000	 1.000E+01	 5.183E+00	 5.183E+00	 2.941E-04	 2.067E+03	 8.194E+04	 1.685E+05	 4.271E+03	 1.998E+03	-7.694E+02	-1.827E+04	-1.848E-01	-5.639E-01	-2.994E-02	 2.477E+00	 1.065E+00	-4.085E-01	 2.677E-01	-5.282E-16	-4.843E+02	 2.620E-01	 4.727E-01	 3.743E-02	 7.000E+00	-9.003E-05	 1.700E+00	 0.000E+00	-5.496E+05	 6.809E-01	 2.036E+08	-9.226E+07	-3.393E+07	-7.474E+06	 3.357E+06	 3.265E+06	 3.356E+06
    1.1500	 1.000E+01	 5.191E+00	 5.191E+00	 6.182E-04	 2.110E+03	 8.160E+04	 1.892E+05	 4.814E+03	 2.338E+03	-7.664E+02	-1.837E+04	-1.839E-01	-5.639E-01	-3.012E-02	 2.477E+00	 1.065E+00	-4.078E-01	 2.919E-01	-1.507E-16	-4.812E+02	 2.617E-01	 4.727E-01	 3.735E-02	 7.007E+00	-9.004E-05	 1.700E+00	 0.000E+00	-6.622E+05	 7.839E-01	 2.037E+08	-9.226E+07	-3.276E+07	-8.604E+06	 3.357E+06	 3.265E+06	 3.357E+06
    1.2000	 1.000E+01	 5.199E+00	 5.199E+00	 1.312E-03	 2.157E+03	 8.121E+04	 1.996E+05	 5.458E+03	 2.405E+03	-7.628E+02	-1.835E+04	-1.827E-01	-5.639E-01	-3.033E-02	 2.477E+00	 1.065E+00	-4.071E-01	 3.149E-01	 4.627E-16	-4.776E+02	 2.612E-01	 4.721E-01	 3.724E-02	 7.013E+00	-9.004E-05	 1.700E+00	 0.000E+00	-6.851E+05	 8.535E-01	 2.037E+08	-9.226E+07	-3.253E+07	-9.369E+06	 3.357E+06	 3.265E+06	 3.357E+06
    1.2500	 1.000E+01	 5.207E+00	 5.207E+00	-1.267E-03	 2.206E+03	 8.096E+04	 2.002E+05	 5.896E+03	 2.214E+03	-7.605E+02	-1.824E+04	-1.814E-01	-5.639E-01	-3.055E-02	 2.477E+00	 1.065E+00	-4.063E-01	 3.365E-01	-1.086E-15	-4.752E+02	 2.605E-01	 4.713E-01	 3.713E-02	 7.015E+00	-9.004E-05	 1.700E+00	 0.000E+00	-6.227E+05	 8.726E-01	 2.036E+08	-9.226E+07	-3.319E+07	-9.579E+06	 3.357E+06	 3.265E+06	 3.357E+06
    1.3000	 1.000E+01	 5.216E+00	 5.216E+00	 1.608E-04	 2.254E+03	 8.095E+04	 1.954E+05	 5.953E+03	 1.885E+03	-7.604E+02	-1.807E+04	-1.800E-01	-5.639E-01	-3.079E-02	 2.477E+00	 1.065E+00	-4.055E-01	 3.569E-01	-2.880E-16	-4.751E+02	 2.603E-01	 4.711E-01	 3.711E-02	 7.016E+00	-9.005E-05	 1.700E+00	 0.000E+00	-5.148E+05	 8.476E-01	 2.035E+08	-9.226E+07	-3.432E+07	-9.306E+06	 3.357E+06	 3.265E+06	 3.357E+06
    1.3500	 1.000E+01	 5.224E+00	 5.224E+00	 1.266E-03	 2.299E+03	 8.120E+04	 1.916E+05	 5.590E+03	 1.593E+03	-7.626E+02	-1.793E+04	-1.784E-01	-5.639E-01	-3.103E-02	 2.477E+00	 1.065E+00	-4.046E-01	 3.765E-01	-1.462E-16	-4.772E+02	 2.608E-01	 4.718E-01	 3.719E-02	 7.014E+00	-9.005E-05	 1.700E+00	 0.000E+00	-4.194E+05	 8.012E-01	 2.034E+08	-9.226E+07	-3.533E+07	-8.798E+06	 3.357E+06	 3.265E+06	 3.357E+06
    1.4000	 1.000E+01	 5.232E+00	 5.232E+00	-1.147E-03	 2.337E+03	 8.161E+04	 1.947E+05	 4.905E+03	 1.494E+03	-7.663E+02	-1.786E+04	-1.767E-01	-5.639E-01	-3.127E-02	 2.477E+00	 1.065E+00	-4.036E-01	 3.957E-01	 6.527E-16	-4.810E+02	 2.615E-01	 4.727E-01	 3.730E-02	 7.011E+00	-9.006E-05	 1.700E+00	 0.000E+00	-3.870E+05	 7.615E-01	 2.034E+08	-9.226E+07	-3.567E+07	-8.364E+06	 3.356E+06	 3.265E+06	 3.357E+06
    1.4500	 1.000E+01	 5.240E+00	 5.240E+00	 8.006E-04	 2.369E+03	 8.205E+04	 2.069E+05	 4.145E+03	 1.652E+03	-7.703E+02	-1.790E+04	-1.748E-01	-5.639E-01	-3.150E-02	 2.477E+00	 1.065E+00	-4.026E-01	 4.147E-01	 1.025E-15	-4.850E+02	 2.620E-01	 4.732E-01	 3.739E-02	 7.006E+00	-9.006E-05	 1.700E+00	 0.000E+00	-4.394E+05	 7.531E-01	 2.034E+08	-9.226E+07	-3.513E+07	-8.273E+06	 3.356E+06	 3.265E+06	 3.358E+06
    1.5000	 1.000E+01	 5.248E+00	 5.248E+00	 6.133E-05	 2.395E+03	 8.234E+04	 2.266E+05	 3.615E+03	 2.021E+03	-7.730E+02	-1.803E+04	-1.729E-01	-5.639E-01	-3.173E-02	 2.477E+00	 1.065E+00	-4.015E-01	 4.331E-01	-3.691E-16	-4.876E+02	 2.621E-01	 4.730E-01	 3.744E-02	 7.000E+00	-9.006E-05	 1.700E+00	 0.000E+00	-5.612E+05	 7.881E-01	 2.035E+08	-9.226E+07	-3.386E+07	-8.658E+06	 3.356E+06	 3.265E+06	 3.358E+06
    1.5500	 1.000E+01	 5.256E+00	 5.256E+00	-1.201E-04	 2.419E+03	 8.239E+04	 2.486E+05	 3.512E+03	 2.462E+03	-7.735E+02	-1.818E+04	-1.708E-01	-5.639E-01	-3.195E-02	 2.477E+00	 1.065E+00	-4.003E-01	 4.506E-01	-7.754E-16	-4.881E+02	 2.619E-01	 4.724E-01	 3.746E-02	 6.993E+00	-9.007E-05	 1.700E+00	 0.000E+00	-7.071E+05	 8.587E-01	 2.036E+08	-9.226E+07	-3.234E+07	-9.434E+06	 3.356E+06	 3.264E+06	 3.358E+06
    1.6000	 1.000E+01	 5.265E+00	 5.265E+00	-3.136E-04	 2.446E+03	 8.222E+04	 2.667E+05	 3.830E+03	 2.811E+03	-7.719E+02	-1.830E+04	-1.686E-01	-5.639E-01	-3.219E-02	 2.477E+00	 1.065E+00	-3.991E-01	 4.665E-01	-3.253E-17	-4.865E+02	 2.616E-01	 4.715E-01	 3.746E-02	 6.985E+00	-9.007E-05	 1.700E+00	 0.000E+00	-8.225E+05	 9.406E-01	 2.037E+08	-9.226E+07	-3.115E+07	-1.033E+07	 3.356E+06	 3.264E+06	 3.358E+06
    1.6500	 1.000E+01	 5.273E+00	 5.273E+00	-1.936E-03	 2.474E+03	 8.195E+04	 2.762E+05	 4.370E+03	 2.942E+03	-7.693E+02	-1.833E+04	-1.661E-01	-5.639E-01	-3.245E-02	 2.477E+00	 1.065E+00	-3.978E-01	 4.802E-01	 5.686E-16	-4.839E+02	 2.611E-01	 4.702E-01	 3.743E-02	 6.976E+00	-9.008E-05	 1.700E+00	 0.000E+00	-8.665E+05	 1.004E+00	 2.037E+08	-9.226E+07	-3.070E+07	-1.103E+07	 3.356E+06	 3.264E+06	 3.359E+06
    1.7000	 1.000E+01	 5.282E+00	 5.282E+00	-1.061E-03	 2.502E+03	 8.173E+04	 2.759E+05	 4.850E+03	 2.826E+03	-7.672E+02	-1.826E+04	-1.634E-01	-5.639E-01	-3.273E-02	 2.477E+00	 1.065E+00	-3.964E-01	 4.917E-01	 1.195E-15	-4.818E+02	 2.605E-01	 4.688E-01	 3.739E-02	 6.966E+00	-9.008E-05	 1.700E+00	 0.000E+00	-8.290E+05	 1.026E+00	 2.036E+08	-9.226E+07	-3.110E+07	-1.127E+07	 3.356E+06	 3.264E+06	 3.359E+06
    1.7500	 1.000E+01	 5.290E+00	 5.290E+00	-1.419E-03	 2.530E+03	 8.168E+04	 2.686E+05	 5.025E+03	 2.535E+03	-7.667E+02	-1.813E+04	-1.604E-01	-5.639E-01	-3.302E-02	 2.477E+00	 1.065E+00	-3.949E-01	 5.011E-01	-4.311E-16	-4.813E+02	 2.600E-01	 4.675E-01	 3.739E-02	 6.954E+00	-9.008E-05	 1.700E+00	 0.000E+00	-7.340E+05	 1.003E+00	 2.036E+08	-9.226E+07	-3.211E+07	-1.102E+07	 3.355E+06	 3.264E+06	 3.359E+06
    1.8000	 1.000E+01	 5.299E+00	 5.299E+00	 2.058E-03	 2.553E+03	 8.185E+04	 2.596E+05	 4.779E+03	 2.213E+03	-7.682E+02	-1.799E+04	-1.573E-01	-5.639E-01	-3.332E-02	 2.477E+00	 1.065E+00	-3.934E-01	 5.087E-01	-2.702E-16	-4.827E+02	 2.599E-01	 4.668E-01	 3.744E-02	 6.942E+00	-9.009E-05	 1.700E+00	 0.000E+00	-6.284E+05	 9.478E-01	 2.035E+08	-9.226E+07	-3.323E+07	-1.042E+07	 3.355E+06	 3.264E+06	 3.360E+06
    1.8500	 1.000E+01	 5.307E+00	 5.307E+00	-5.703E-04	 2.570E+03	 8.218E+04	 2.543E+05	 4.161E+03	 2.009E+03	-7.712E+02	-1.790E+04	-1.540E-01	-5.639E-01	-3.362E-02	 2.477E+00	 1.065E+00	-3.917E-01	 5.149E-01	-1.342E-15	-4.858E+02	 2.601E-01	 4.663E-01	 3.753E-02	 6.930E+00	-9.009E-05	 1.700E+00	 0.000E+00	-5.616E+05	 8.852E-01	 2.034E+08	-9.226E+07	-3.394E+07	-9.736E+06	 3.355E+06	 3.263E+06	 3.360E+06
    1.9000	 1.000E+01	 5.316E+00	 5.316E+00	-1.098E-03	 2.579E+03	 8.257E+04	 2.563E+05	 3.393E+03	 2.016E+03	-7.749E+02	-1.790E+04	-1.506E-01	-5.639E-01	-3.392E-02	 2.477E+00	 1.065E+00	-3.900E-01	 5.202E-01	 1.522E-15	-4.894E+02	 2.601E-01	 4.657E-01	 3.760E-02	 6.917E+00	-9.009E-05	 1.700E+00	 0.000E+00	-5.645E+05	 8.421E-01	 2.034E+08	-9.226E+07	-3.391E+07	-9.265E+06	 3.355E+06	 3.263E+06	 3.361E+06
    1.9500	 1.000E+01	 5.325E+00	 5.325E+00	 1.673E-03	 2.581E+03	 8.289E+04	 2.655E+05	 2.759E+03	 2.234E+03	-7.779E+02	-1.799E+04	-1.470E-01	-5.639E-01	-3.421E-02	 2.477E+00	 1.065E+00	-3.883E-01	 5.243E-01	-6.974E-16	-4.924E+02	 2.598E-01	 4.646E-01	 3.763E-02	 6.905E+00	-9.010E-05	 1.700E+00	 0.000E+00	-6.365E+05	 8.357E-01	 2.035E+08	-9.226E+07	-3.317E+07	-9.197E+06	 3.355E+06	 3.263E+06	 3.361E+06
    2.0000	 1.000E+01	 5.334E+00	 5.334E+00	 3.335E-05	 2.580E+03	 8.303E+04	 2.785E+05	 2.473E+03	 2.567E+03	-7.792E+02	-1.812E+04	-1.433E-01	-5.639E-01	-3.449E-02	 2.477E+00	 1.065E+00	-3.865E-01	 5.272E-01	 8.023E-16	-4.937E+02	 2.595E-01	 4.635E-01	 3.764E-02	 6.893E+00	-9.010E-05	 1.700E+00	 0.000E+00	-7.467E+05	 8.658E-01	 2.036E+08	-9.226E+07	-3.203E+07	-9.530E+06	 3.354E+06	 3.263E+06	 3.362E+06
    2.0500	 1.000E+01	 5.342E+00	 5.342E+00	-4.142E-04	 2.578E+03	 8.296E+04	 2.899E+05	 2.603E+03	 2.872E+03	-7.786E+02	-1.824E+04	-1.394E-01	-5.639E-01	-3.479E-02	 2.477E+00	 1.065E+00	-3.846E-01	 5.283E-01	-1.322E-15	-4.932E+02	 2.591E-01	 4.624E-01	 3.766E-02	 6.881E+00	-9.011E-05	 1.700E+00	 0.000E+00	-8.479E+05	 9.160E-01	 2.036E+08	-9.226E+07	-3.098E+07	-1.008E+07	 3.354E+06	 3.263E+06	 3.362E+06
    2.1000	 1.000E+01	 5.351E+00	 5.351E+00	-2.567E-04	 2.577E+03	 8.277E+04	 2.948E+05	 3.031E+03	 3.020E+03	-7.767E+02	-1.830E+04	-1.352E-01	-5.639E-01	-3.510E-02	 2.477E+00	 1.065E+00	-3.826E-01	 5.272E-01	-4.471E-16	-4.913E+02	 2.588E-01	 4.614E-01	 3.767E-02	 6.870E+00	-9.011E-05	 1.700E+00	 0.000E+00	-8.974E+05	 9.603E-01	 2.037E+08	-9.226E+07	-3.048E+07	-1.057E+07	 3.354E+06	 3.262E+06	 3.363E+06
    2.1500	 1.000E+01	 5.360E+00	 5.360E+00	-8.734E-04	 2.577E+03	 8.257E+04	 2.910E+05	 3.518E+03	 2.949E+03	-7.747E+02	-1.828E+04	-1.308E-01	-5.639E-01	-3.543E-02	 2.477E+00	 1.065E+00	-3.805E-01	 5.237E-01	-4.432E-16	-4.894E+02	 2.584E-01	 4.603E-01	 3.768E-02	 6.859E+00	-9.012E-05	 1.700E+00	 0.000E+00	-8.747E+05	 9.752E-01	 2.037E+08	-9.226E+07	-3.074E+07	-1.074E+07	 3.353E+06	 3.262E+06	 3.363E+06
    2.2000	 1.000E+01	 5.370E+00	 5.370E+00	-6.711E-04	 2.576E+03	 8.247E+04	 2.796E+05	 3.813E+03	 2.689E+03	-7.737E+02	-1.818E+04	-1.262E-01	-5.639E-01	-3.577E-02	 2.477E+00	 1.065E+00	-3.784E-01	 5.180E-01	 5.941E-16	-4.884E+02	 2.581E-01	 4.593E-01	 3.768E-02	 6.849E+00	-9.012E-05	 1.700E+00	 0.000E+00	-7.896E+05	 9.494E-01	 2.036E+08	-9.226E+07	-3.164E+07	-1.046E+07	 3.353E+06	 3.262E+06	 3.364E+06
